-15,6,
-15,6,
-15,6,
-15,6,
-16,6,
-16,6,
-15,6,
-15,6,
266,6,
356,6,
512,6,
512,6,
510,6,
512,102,
512,238,
512,512,
421,510,
-15,510,
-15,510,
-360,512,
-512,512,
-512,512,
-512,512,
-512,512,
-512,245,
-23,6,
-16,5,
-15,-9,
-16,-512,
-15,-512,
-16,-512,
-16,-83,
-16,6,
-16,5,
191,6,
307,-47,
296,5,
157,6,
41,65,
-16,497,
-16,512,
-37,512,
-274,512,
-307,6,
-376,5,
-424,6,
-512,6,
-512,7,
-512,6,
-16,6,
-16,6,
-16,6,
-15,6,
-16,512,
-60,512,
-17,512,
-16,5,
-16,6,
-16,6,
-16,6,
-15,6,
-15,6,
-15,6,
-16,6,
-16,211,
-15,512,
-15,510,
-15,512,
-16,512,
239,389,
254,512,
297,512,
512,337,
512,7,
510,6,
512,6,
512,172,
512,120,
512,6,
510,6,
512,-129,
483,-238,
443,-512,
441,-512,
502,-512,
510,-512,
512,-512,
512,-512,
38,-512,
-15,-345,
-166,-172,
-512,6,
-512,6,
-512,6,
-512,-76,
-512,-98,
-460,-189,
-30,-120,
-39,5,
-439,6,
-512,6,
-512,6,
-512,6,
-512,6,
-64,6,
-15,6,
-16,5,
-16,6,
-15,6,
-15,5,
-16,6,
-16,6,
-16,6,
-15,5,
-512,-291,
-512,-311,
-512,-310,
-512,-310,
-512,-1,
-512,5,
-512,6,
-512,4,
-512,2,
-512,-351,
-512,-475,
-512,-478,
-512,-468,
-512,-468,
-512,-482,
-254,-482,
-16,-370,
-16,-348,
-16,-357,
-16,-357,
-16,-360,
-16,-359,
-15,-357,
-15,-355,
-93,-45,
-203,6,
-292,6,
-512,263,
-512,267,
-512,6,
-512,5,
-400,5,
-262,-221,
-245,-227,
-332,6,
-331,6,
-331,7,
-271,9,
-15,6,
-16,6,
421,-200,
512,-358,
512,-511,
510,-512,
512,-512,
510,-241,
512,-18,
498,-28,
-15,-26,
-15,-108,
19,-512,
387,-512,
416,-512,
388,-486,
244,-134,
512,-512,
512,-512,
479,-512,
-16,6,
-15,7,
-15,7,
-16,6,
-16,6,
-15,6,
271,6,
512,-356,
510,-349,
357,4,
203,6,
-16,6,
47,6,
333,-226,
344,-418,
345,-512,
215,-512,
-15,-8,
-15,6,
158,6,
512,6,
512,6,
512,6,
512,5,
512,7,
512,116,
512,6,
510,7,
512,6,
512,6,
512,11,
512,181,
512,6,
512,6,
512,7,
512,123,
512,200,
512,6,
510,6,
512,6,
512,-278,
512,-386,
313,6,
204,108,
428,417,
512,415,
512,417,
512,422,
510,509,
512,512,
512,512,
512,468,
512,183,
512,165,
512,512,
512,154,
512,17,
372,438,
510,16,
512,5,
512,5,
267,6,
512,7,
512,6,
512,6,
512,273,
512,385,
512,512,
512,512,
512,512,
512,512,
512,512,
512,512,
512,313,
512,315,
510,314,
512,106,
512,40,
512,512,
-7,510,
-16,512,
-123,512,
-299,512,
-512,512,
-512,510,
-512,512,
-512,512,
-512,512,
-512,510,
-512,512,
-363,510,
-15,211,
-15,6,
-16,6,
-188,512,
-309,512,
-307,512,
-329,512,
-341,512,
-340,512,
-344,512,
-341,512,
-342,512,
-341,512,
-331,510,
-243,512,
-41,512,
-16,512,
-15,512,
-16,512,
-18,512,
-171,477,
-170,328,
-121,13,
-318,295,
-458,510,
-454,510,
-454,512,
-241,512,
-22,510,
-15,512,
-15,512,
-15,512,
-15,512,
-171,512,
-489,510,
-512,512,
-512,367,
-512,228,
-512,112,
-478,6,
-507,510,
-491,510,
-440,512,
-15,286,
-15,7,
-16,5,
-15,5,
-16,5,
-16,6,
-15,243,
-16,510,
-16,510,
-15,512,
-15,6,
-16,6,
-16,6,
-16,7,
-15,5,
-16,6,
-15,6,
-15,6,
-16,6,
-15,5,
-16,6,
-16,6,
-16,6,
-15,6,
-16,6,
-16,6,
-16,6,
-15,6,
-15,7,
-15,6,
-16,6,
41,6,
-15,6,
-16,6,
-16,192,
-172,213,
-220,6,
-97,-26,
-15,-444,
-16,-483,
512,-471,
512,-269,
512,6,
512,205,
188,425,
-16,512,
-312,512,
-512,510,
-512,6,
-512,6,
-360,-303,
-16,-512,
-16,-512,
281,-512,
512,-512,
512,-336,
512,-148,
512,-48,
512,7,
512,202,
512,512,
200,512,
-16,512,
-16,512,
-351,512,
-512,512,
-512,311,
-512,6,
-194,6,
-15,7,
94,-370,
142,-512,
143,-512,
166,-512,
234,-510,
314,-510,
387,-421,
446,-171,
457,6,
470,6,
279,6,
-16,6,
208,6,
263,5,
-16,6,
386,-135,
-16,5,
-15,6,
-15,6,
-16,143,
-347,6,
-26,-512,
512,-59,
381,510,
-512,512,
-261,-512,
510,-124,
512,271,
-16,308,
-472,6,
-15,-512,
429,6,
-16,66,
-512,6,
-15,-512,
445,7,
-172,512,
-512,6,
206,-251,
-16,426,
-512,6,
194,-195,
489,379,
-512,512,
-241,-512,
-16,-512,
-16,-62,
-16,6,
-16,6,
-16,6,
227,6,
72,74,
-16,6,
27,297,
29,512,
512,6,
280,512,
512,512,
428,512,
512,512,
512,512,
512,510,
512,512,
510,510,
510,135,
510,512,
510,114,
498,512,
512,11,
512,6,
276,502,
512,6,
168,512,
512,5,
16,229,
300,6,
217,5,
271,6,
397,7,
315,136,
512,268,
469,512,
512,243,
512,422,
512,404,
512,263,
512,512,
512,223,
510,512,
373,33,
512,422,
473,512,
512,108,
512,489,
471,160,
512,6,
512,502,
512,6,
510,311,
467,346,
512,6,
512,462,
285,180,
510,6,
512,173,
415,101,
510,6,
512,359,
452,15,
512,6,
512,326,
418,6,
512,6,
488,512,
512,7,
512,179,
422,429,
512,5,
512,305,
105,512,
506,6,
512,446,
-15,512,
223,5,
353,328,
-16,510,
512,6,
410,375,
-16,6,
-15,5,
-16,6,
-16,6,
-16,6,
-512,-265,
-512,-318,
-16,-318,
-512,-315,
-16,-389,
-16,-417,
-512,-118,
-15,-125,
270,-112,
-16,6,
-16,7,
-16,-512,
-16,-512,
-15,6,
-16,10,
-15,-242,
-16,6,
-16,6,
-15,-263,
-16,-411,
-16,6,
-16,6,
-15,-348,
-16,-512,
-15,-512,
-16,-512,
-16,-512,
-15,-512,
-16,-512,
-16,-512,
-16,-512,
-16,-512,
-16,-512,
-16,-512,
-16,-512,
-16,6,
-15,6,
-15,6,
-16,313,
-16,512,
-15,512,
-16,512,
-16,237,
-15,6,
-15,-197,
-16,-512,
-15,-512,
-16,-512,
-16,70,
-16,512,
-16,512,
-15,512,
-16,5,
-15,-321,
-16,-512,
-16,-512,
-16,6,
-16,174,
-15,512,
-15,512,
-15,510,
-16,6,
-16,6,
-15,6,
-16,-512,
-16,-512,
-15,-512,
-16,-512,
-16,-512,
-16,6,
-16,6,
-16,6,
-16,6,
-15,220,
-16,510,
-16,512,
-15,512,
-16,512,
-16,5,
-15,6,
-15,6,
-16,-512,
-15,-512,
-16,-385,
-16,5,
-15,212,
-16,510,
-16,512,
-16,512,
-16,512,
-15,512,
-15,512,
-15,512,
-15,6,
-15,6,
-16,6,
-15,6,
-16,5,
-15,6,
-16,6,
-16,6,
-15,512,
-16,510,
-15,512,
-16,510,
-16,512,
-15,512,
-15,512,
-16,512,
-16,512,
-16,512,
-16,512,
-15,512,
-16,512,
-16,512,
203,512,
226,510,
261,512,
506,512,
512,512,
512,512,
512,512,
377,512,
-9,512,
-16,512,
-16,512,
-137,512,
-242,510,
-401,512,
-510,512,
-512,512,
-512,512,
-512,512,
-512,512,
-512,383,
-512,303,
-512,301,
-512,305,
-512,306,
-512,306,
-512,306,
-15,185,
-15,115,
-291,120,
-512,417,
-512,415,
-417,412,
-182,409,
-16,7,
-16,5,
-15,6,
-16,25,
-306,323,
-512,512,
-512,512,
-15,6,
-16,6,
-213,6,
-512,421,
-512,414,
-16,6,
-16,6,
-178,6,
-512,350,
-406,5,
-16,6,
-308,47,
-512,491,
-105,85,
-16,5,
-16,5,
-415,512,
-144,291,
-16,5,
-15,7,
-385,512,
-392,510,
-16,6,
-15,6,
-512,512,
-512,512,
-15,6,
-16,5,
-16,6,
-512,6,
-512,-70,
-16,5,
-233,6,
-512,-199,
-16,6,
-115,6,
-512,-131,
-512,6,
-15,6,
-15,6,
-15,5,
434,-328,
512,-512,
370,-313,
-15,6,
261,6,
512,510,
512,512,
-16,6,
-16,5,
512,6,
512,50,
512,66,
40,6,
-16,6,
-16,6,
-16,6,
404,147,
512,512,
512,512,
512,6,
510,6,
512,18,
339,38,
-15,6,
-16,6,
-16,6,
-16,6,
-16,6,
-16,6,
-15,7,
